"id","description","last_updated"
"338482","Chicken or turkey garden salad with bacon and cheese (chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing","2019-04-01"
"338483","Chicken or turkey (breaded, fried) garden salad with bacon and cheese (chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing","2019-04-01"
"338484","Chicken or turkey garden salad with cheese (chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing","2019-04-01"
"338485","Chicken or turkey (breaded, fried) garden salad with cheese (chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing","2019-04-01"
"338486","Asian chicken or turkey garden salad (chicken and/or turkey, lettuce, fruit, nuts), no dressing","2019-04-01"
"338487","Asian chicken or turkey garden salad with crispy noodles (chicken and/or turkey, lettuce, fruit, nuts, crispy noodles), no dressing","2019-04-01"
"338488","Chicken or turkey caesar garden salad (chicken and/or turkey, lettuce, tomato, cheese), no dressing","2019-04-01"
"338489","Chicken or turkey (breaded, fried) caesar garden salad (chicken and/or turkey, lettuce, tomatoes, cheese), no dressing","2019-04-01"
"338490","Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cheese sauce (mixture)","2019-04-01"
"338491","Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cheese sauce (mixture)","2019-04-01"
"338492","Chicken or turkey fricassee, with sauce, no potatoes, Puerto Rican style (potatoes reported separately)","2019-04-01"
"338493","Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style (sauce and potatoes reported separately)","2019-04-01"
"338494","Crab salad","2019-04-01"
"338495","Lobster salad","2019-04-01"
"338496","Salmon salad","2019-04-01"
"338497","Shrimp chow mein or chop suey, no noodles","2019-04-01"
"338498","Tuna salad, made with mayonnaise","2019-04-01"
"338499","Tuna salad, made with light mayonnaise","2019-04-01"
"338500","Tuna salad, made with mayonnaise-type salad dressing","2019-04-01"
"338501","Tuna salad, made with light mayonnaise-type salad dressing","2019-04-01"
"338502","Tuna salad, made with creamy dressing","2019-04-01"
"338503","Tuna salad, made with light creamy dressing","2019-04-01"
"338504","Tuna salad, made with Italian dressing","2019-04-01"
"338505","Tuna salad, made with light Italian dressing","2019-04-01"
"338506","Tuna salad, made with any type of fat free dressing","2019-04-01"
"338507","Shrimp salad","2019-04-01"
"338508","Seafood salad","2019-04-01"
"338509","Tuna salad with cheese","2019-04-01"
"338510","Tuna salad with egg","2019-04-01"
"338511","Shrimp garden salad (shrimp, lettuce, eggs, tomato and/or carrots, other vegetables), no dressing","2019-04-01"
"338512","Shrimp garden salad (shrimp, lettuce, eggs, vegetables excluding tomato and carrots), no dressing","2019-04-01"
"338513","Crab salad made with imitation crab","2019-04-01"
"338514","Fish, tofu, and vegetables, tempura, Hawaiian style (mixture)","2019-04-01"
"338515","Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing","2019-04-01"
"338516","Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing","2019-04-01"
"338517","Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing","2019-04-01"
"338518","Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing","2019-04-01"
"338519","Oysters Rockefeller","2019-04-01"
"338520","Lomi salmon","2019-04-01"
"338521","Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)","2019-04-01"
"338522","Shrimp and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)","2019-04-01"
"338523","Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)","2019-04-01"
"338524","Shrimp and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)","2019-04-01"
"338525","Shrimp shish kabob with vegetables, excluding potatoes","2019-04-01"
"338526","Shrimp creole, no rice","2019-04-01"
"338527","Kung Pao shrimp","2019-04-01"
"338528","Tuna casserole with vegetables and (mushroom) soup, no noodles","2019-04-01"
"338529","Shellfish mixture and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce","2019-04-01"
"338530","Shellfish mixture and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce","2019-04-01"
"338531","Shellfish mixture and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), (mushroom) soup (mixture)","2019-04-01"
"338532","Shellfish mixture and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), (mushroom) soup (mixture)","2019-04-01"
"338533","Fish and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)","2019-04-01"
"338534","Fish and vegetables (excluding carrots, broccoli, and dark- green leafy (no potatoes)), tomato-based sauce (mixture)","2019-04-01"
"338535","Fish and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)","2019-04-01"
"338536","Fish and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)","2019-04-01"
"338537","Fish shish kabob with vegetables, excluding potatoes","2019-04-01"
"338538","Fried fish with sauce, Puerto Rican style (Pescado frito con mojo)","2019-04-01"
"338539","Lobster with sauce, Puerto Rican style (Langosta a la criolla)","2019-04-01"
"338540","Octopus salad, Puerto Rican style (Ensalada de pulpo)","2019-04-01"
"338541","Codfish salad, Puerto Rican style (Serenata)","2019-04-01"
"338542","Chow mein or chop suey, NS as to type of meat, no noodles","2019-04-01"
"338543","Lau lau (pork and fish wrapped in taro or spinach leaves)","2019-04-01"
"338544","Julienne salad (meat, cheese, eggs, vegetables), no dressing","2019-04-01"
"338545","Antipasto with ham, fish, cheese, vegetables","2019-04-01"
"338546","Livers, chicken, chopped, with eggs and onion (mixture)","2019-04-01"
"338547","Liver, beef or calves, and onions","2019-04-01"
"338548","Stewed seasoned ground beef, Puerto Rican style (Picadillo para relleno)","2019-04-01"
"338549","Stewed chitterlings, Puerto Rican style (cuajo guisado)","2019-04-01"
"338550","Stewed gizzards, Puerto Rican style (Mollejitas guisadas)","2019-04-01"
"338551","Gumbo, no rice (New Orleans type with shellfish, pork, and/or poultry, tomatoes, okra)","2019-04-01"
"338716","Sausage balls (made with biscuit mix and cheese)","2019-04-01"
"338833","Frozen dinner, NFS","2019-04-01"
"338834","Beef dinner, NFS (frozen meal)","2019-04-01"
"338835","Beef with vegetable (diet frozen meal)","2019-04-01"
"338836","Sirloin, chopped, with gravy, mashed potatoes, vegetable (frozen meal)","2019-04-01"
"338837","Sirloin tips with gravy, potatoes, vegetable (frozen meal)","2019-04-01"
"338838","Sirloin beef with gravy, potatoes, vegetable (frozen meal)","2019-04-01"
"338839","Salisbury steak dinner, NFS (frozen meal)","2019-04-01"
"338840","Salisbury steak with gravy, potatoes, vegetable (frozen meal)","2019-04-01"
"338841","Salisbury steak with gravy, whipped potatoes, vegetable, dessert (frozen meal)","2019-04-01"
"338842","Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert (frozen meal)","2019-04-01"
"338843","Salisbury steak with gravy, potatoes, vegetable, dessert (frozen meal, large meat portion)","2019-04-01"
"338844","Salisbury steak with gravy, macaroni and cheese, vegetable (frozen meal)","2019-04-01"
"338845","Salisbury steak with gravy, macaroni and cheese (frozen meal)","2019-04-01"
"338846","Salisbury steak, potatoes, vegetable, dessert (diet frozen meal)","2019-04-01"
"338847","Beef, sliced, with gravy, potatoes, vegetable (frozen meal)","2019-04-01"
"338848","Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable (frozen meal)","2019-04-01"
"338849","Meatballs, Swedish, in sauce, with noodles (frozen meal)","2019-04-01"
"338850","Meatballs, Swedish, in gravy, with noodles (diet frozen meal)","2019-04-01"
"338851","Salisbury steak, baked, with tomato sauce, vegetable (diet frozen meal)","2019-04-01"
"338852","Beef with spaetzle or rice, vegetable (frozen meal)","2019-04-01"
"338853","Veal dinner, NFS (frozen meal)","2019-04-01"
"338854","Veal, breaded, with spaghetti, in tomato sauce (frozen meal)","2019-04-01"
"338855","Veal parmigiana with vegetable, fettuccine alfredo, dessert (frozen meal)","2019-04-01"
"338856","Chicken dinner, NFS (frozen meal)","2019-04-01"
"338857","Chicken divan (frozen meal)","2019-04-01"
"338858","Chicken, boneless, with gravy, dressing, rice, vegetable, dessert (frozen meal, large meat portion)","2019-04-01"
"338859","Chicken and noodles with vegetable, dessert (frozen meal)","2019-04-01"
"338860","Chicken, fried, with potatoes, vegetable (frozen meal)","2019-04-01"
"338861","Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable (frozen meal)","2019-04-01"
"338862","Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable (frozen meal)","2019-04-01"
"338863","Chicken patty, or nuggets, boneless, breaded, with pasta and tomato sauce, fruit, dessert (frozen meal)","2019-04-01"
"338864","Chicken, fried, with potatoes, vegetable, dessert (frozen meal)","2019-04-01"
"338865","Chicken, fried, with potatoes, vegetable, dessert (frozen meal, large meat portion)","2019-04-01"
"338866","Chicken patty parmigiana, breaded, with vegetable (diet frozen meal)","2019-04-01"
"338867","Teriyaki chicken with rice and vegetable (diet frozen meal)","2019-04-01"
"338868","Chicken with rice-vegetable mixture (diet frozen meal)","2019-04-01"
"338869","Chicken a la king with rice (frozen meal)","2019-04-01"
"338870","Chicken and vegetables in cream or white sauce (diet frozen meal)","2019-04-01"
"338871","Chicken and vegetables au gratin with rice-vegetable mixture (diet frozen entree)","2019-04-01"
"338872","Chicken and vegetable entree with rice, Asian (diet frozen meal)","2019-04-01"
"338873","Chicken chow mein with rice (diet frozen meal)","2019-04-01"
"338874","Chicken with noodles and cheese sauce (diet frozen meal)","2019-04-01"
"338875","Chicken cacciatore with noodles (diet frozen meal)","2019-04-01"
"338876","Chicken and vegetable entree with noodles (frozen meal)","2019-04-01"
"338877","Chicken and vegetable entree with noodles (diet frozen meal)","2019-04-01"
"338878","Chicken in cream sauce with noodles and vegetable (frozen meal)","2019-04-01"
"338879","Chicken in butter sauce with potatoes and vegetable (diet frozen meal)","2019-04-01"
"338880","Chicken in mushroom sauce, white and wild rice, vegetable (frozen meal)","2019-04-01"
"338881","Chicken in soy-based sauce, rice and vegetables (frozen meal)","2019-04-01"
"338882","Chicken in orange sauce with almond rice (diet frozen meal)","2019-04-01"
"338883","Chicken and vegetable entree with noodles and cream sauce (frozen meal)","2019-04-01"
"338884","Turkey dinner, NFS (frozen meal)","2019-04-01"
"338885","Turkey with dressing, gravy, vegetable and fruit (diet frozen meal)","2019-04-01"
"338886","Turkey with vegetable, stuffing (diet frozen meal)","2019-04-01"
"338887","Turkey with gravy, dressing, potatoes, vegetable (frozen meal)","2019-04-01"
"338888","Turkey with gravy, dressing, potatoes, vegetable, dessert (frozen meal, large meat portion)","2019-04-01"
"338889","Turkey tetrazzini (frozen meal)","2019-04-01"
"338890","Haddock with chopped spinach (diet frozen meal)","2019-04-01"
"338891","Flounder with chopped broccoli (diet frozen meal)","2019-04-01"
"338892","Fish in lemon-butter sauce with starch item, vegetable (frozen meal)","2019-04-01"
"338893","Shrimp and clams in tomato-based sauce, with noodles (frozen meal)","2019-04-01"
"338894","Shrimp and vegetables in sauce with noodles (diet frozen meal)","2019-04-01"
"338895","Meat loaf dinner, NFS (frozen meal)","2019-04-01"
"338896","Meat loaf with potatoes, vegetable (frozen meal)","2019-04-01"
"338898","Stuffed cabbage, with meat and tomato sauce (diet frozen meal)","2019-04-01"
"338970","Lobster gumbo","2019-04-01"
"338976","Shrimp gumbo","2019-04-01"
"339040","Egg foo yung (young), NFS","2019-04-01"
"339041","Chicken egg foo yung (young)","2019-04-01"
"339042","Pork egg foo yung (young)","2019-04-01"
"339043","Shrimp egg foo yung (young)","2019-04-01"
"339044","Beef egg foo yung (young)","2019-04-01"
"339409","Tofu and vegetables (including carrots, broccoli, and/or dark-green leafy vegetables (no potatoes)), with soy-based sauce (mixture)","2019-04-01"
"339410","Tofu and vegetables (excluding carrots, broccoli, and dark-green leafy vegetables (no potatoes)), with soy-based sauce (mixture)","2019-04-01"
"339593","Bread stuffing","2019-04-01"
"339594","Bread stuffing made with egg","2019-04-01"
"339725","Cornbread stuffing","2019-04-01"
"340315","Dumpling, fried, Puerto Rican style","2019-04-01"
"340317","Cake made with glutinous rice","2019-04-01"
"340318","Cake or pancake made with rice flour and/or dried beans","2019-04-01"
"340320","Cake made with glutinous rice and dried beans","2019-04-01"
"340763","Burrito with meat","2019-04-01"
"340764","Burrito with meat and beans","2019-04-01"
"340765","Burrito with meat and beans, from fast food","2019-04-01"
"340766","Burrito with meat and sour cream","2019-04-01"
"340767","Burrito with meat, beans, and sour cream","2019-04-01"
"340768","Burrito with meat, beans, and sour cream, from fast food","2019-04-01"
"340769","Burrito with meat, beans, and rice","2019-04-01"
"340770","Burrito with meat, beans, rice, and sour cream","2019-04-01"
"340771","Burrito with chicken","2019-04-01"
"340772","Burrito with chicken and beans","2019-04-01"
"340773","Burrito with chicken and sour cream","2019-04-01"
"340774","Burrito with chicken, beans, and sour cream","2019-04-01"
"340775","Burrito with chicken, beans, and rice","2019-04-01"
"340776","Burrito with chicken, beans, rice, and sour cream","2019-04-01"
"340777","Burrito with beans and rice, meatless","2019-04-01"
