"id","description","last_updated"
"788584","Beans, string, green, with pinto beans, cooked, NS as to fat added in cooking","2020-04-01"
"788585","Beans, string, green, with pinto beans, cooked, fat not added in cooking","2020-04-01"
"788586","Beans, string, green, with pinto beans, cooked, fat added in cooking","2020-04-01"
"788587","Beans, string, green, with spaetzel, cooked, NS as to fat added in cooking","2020-04-01"
"788588","Beans, string, green, with spaetzel, cooked, fat not added in cooking","2020-04-01"
"788589","Beans, string, green, with spaetzel, cooked, fat added in cooking","2020-04-01"
"788591","Beans, string, green, with onions, NS as to fat added in cooking","2020-04-01"
"788592","Beans, string, green, with onions, cooked, fat not added in cooking","2020-04-01"
"788593","Beans, string, green, with onions, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788594","Beans, string, green, with onions, cooked, made with oil","2020-04-01"
"788595","Beans, string, green, with onions, cooked, made with butter","2020-04-01"
"788596","Beans, string, green, with onions, cooked, made with margarine","2020-04-01"
"788597","Beans, string, green, and potatoes, cooked, NS as to fat added in cooking","2020-04-01"
"788598","Beans, string, green, and potatoes, cooked, fat not added in cooking","2020-04-01"
"788599","Beans, string, green, and potatoes, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788600","Beans, string, green, and potatoes, cooked, made with oil","2020-04-01"
"788601","Beans, string, green, and potatoes, cooked, made with butter","2020-04-01"
"788602","Beans, string, green, and potatoes, cooked, made with margarine","2020-04-01"
"788603","Corn with peppers, red or green, cooked, NS as to fat added in cooking","2020-04-01"
"788604","Corn with peppers, red or green, cooked, fat not added in cooking","2020-04-01"
"788605","Corn with peppers, red or green, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788606","Corn with peppers, red or green, cooked, made with oil","2020-04-01"
"788607","Corn with peppers, red or green, cooked, made with butter","2020-04-01"
"788608","Corn with peppers, red or green, cooked, made with margarine","2020-04-01"
"788610","Green peppers and onions, cooked, fat not added in cooking","2020-04-01"
"788611","Green peppers and onions, cooked, NS as to fat added in cooking","2020-04-01"
"788612","Green peppers and onions, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788613","Green peppers and onions, cooked, made with oil","2020-04-01"
"788614","Green peppers and onions, cooked, made with butter","2020-04-01"
"788615","Green peppers and onions, cooked, made with margarine","2020-04-01"
"788616","Mixed vegetables, cooked, NS as to form, NS as to fat added in cooking","2020-04-01"
"788617","Mixed vegetables, cooked, from frozen, NS as to fat added in cooking","2020-04-01"
"788618","Mixed vegetables, cooked, from canned, NS as to fat added in cooking","2020-04-01"
"788619","Mixed vegetables, cooked, NS as to form, fat not added in cooking","2020-04-01"
"788620","Mixed vegetables, cooked, from frozen, fat not added in cooking","2020-04-01"
"788621","Mixed vegetables, cooked, from canned, fat not added in cooking","2020-04-01"
"788622","Mixed vegetables, cooked, NS as to form, fat added in cooking, NS as to type of fat","2020-04-01"
"788623","Mixed vegetables, cooked, from frozen, fat added in cooking, NS as to type of fat","2020-04-01"
"788624","Mixed vegetables, cooked, from canned, fat added in cooking, NS as to type of fat","2020-04-01"
"788625","Mixed vegetables, cooked, NS as to form, made with oil","2020-04-01"
"788626","Mixed vegetables, cooked, NS as to form, made with butter","2020-04-01"
"788627","Mixed vegetables, cooked, NS as to form, made with margarine","2020-04-01"
"788628","Mixed vegetables, cooked, from frozen, made with oil","2020-04-01"
"788629","Mixed vegetables, cooked, from frozen, made with butter","2020-04-01"
"788630","Mixed vegetables, cooked, from frozen, made with margarine","2020-04-01"
"788631","Mixed vegetables, cooked, from canned, made with oil","2020-04-01"
"788632","Mixed vegetables, cooked, from canned, made with butter","2020-04-01"
"788633","Mixed vegetables, cooked, from canned, made with margarine","2020-04-01"
"788634","Mixed vegetables, canned, low sodium, NS as to fat added in cooking","2020-04-01"
"788635","Mixed vegetables, canned, low sodium, fat not added in cooking","2020-04-01"
"788636","Mixed vegetables, canned, low sodium, fat added in cooking, NS as to type of fat","2020-04-01"
"788637","Mixed vegetables, canned, low sodium, made with oil","2020-04-01"
"788638","Mixed vegetables, canned, low sodium, made with butter","2020-04-01"
"788639","Mixed vegetables, canned, low sodium, made with margarine","2020-04-01"
"788640","Peas and corn, cooked, NS as to fat added in cooking","2020-04-01"
"788641","Peas and corn, cooked, fat not added in cooking","2020-04-01"
"788642","Peas and corn, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788643","Peas and corn, cooked, made with oil","2020-04-01"
"788644","Peas and corn, cooked, made with butter","2020-04-01"
"788645","Peas and corn, cooked, made with margarine","2020-04-01"
"788646","Peas and onions, cooked, NS as to fat added in cooking","2020-04-01"
"788647","Peas and onions, cooked, fat not added in cooking","2020-04-01"
"788648","Peas and onions, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788649","Peas and onions, cooked, made with oil","2020-04-01"
"788650","Peas and onions, cooked, made with butter","2020-04-01"
"788651","Peas and onions, cooked, made with margarine","2020-04-01"
"788652","Peas and mushrooms, cooked, NS as to fat added in cooking","2020-04-01"
"788653","Peas and mushrooms, cooked, fat not added in cooking","2020-04-01"
"788654","Peas and mushrooms, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788655","Peas and mushrooms, cooked, made with oil","2020-04-01"
"788656","Peas and mushrooms, cooked, made with butter","2020-04-01"
"788657","Peas and mushrooms, cooked, made with margarine","2020-04-01"
"788658","Cowpeas with snap beans, cooked, NS as to fat added in cooking","2020-04-01"
"788659","Cowpeas with snap beans, cooked, fat not added in cooking","2020-04-01"
"788660","Cowpeas with snap beans, cooked, fat added in cooking","2020-04-01"
"788661","Peas and potatoes, cooked, fat not added in cooking","2020-04-01"
"788662","Peas and potatoes, cooked, NS as to fat added in cooking","2020-04-01"
"788663","Peas and potatoes, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788664","Peas and potatoes, cooked, made with oil","2020-04-01"
"788665","Peas and potatoes, cooked, made with butter","2020-04-01"
"788666","Peas and potatoes, cooked, made with margarine","2020-04-01"
"788667","Squash, summer, yellow or green, and onions, cooked, NS as to fat added in cooking","2020-04-01"
"788668","Squash, summer, yellow or green, and onions, cooked, fat not added in cooking","2020-04-01"
"788669","Squash, summer, yellow or green, and onions, cooked, fat added in cooking","2020-04-01"
"788670","Squash, summer, yellow or green, and onions, cooked, made with oil","2020-04-01"
"788671","Squash, summer, yellow or green, and onions, cooked, made with butter","2020-04-01"
"788672","Squash, summer, yellow or green, and onions, cooked, made with margarine","2020-04-01"
"788673","Squash, summer, yellow or green, with tomato sauce, cooked, fat not added in cooking","2020-04-01"
"788674","Squash, summer, yellow or green, with tomato sauce, cooked, fat added in cooking","2020-04-01"
"788675","Squash, summer, yellow or green, with tomato sauce, cooked, NS as to fat added in cooking","2020-04-01"
"788677","Vegetables, stew type, cooked, NS as to fat added in cooking","2020-04-01"
"788678","Vegetables, stew type, cooked, fat added in cooking, NS as to type of fat","2020-04-01"
"788679","Vegetables, stew type, cooked, made with oil","2020-04-01"
"788680","Vegetables, stew type, cooked, made with butter","2020-04-01"
"788681","Vegetables, stew type, cooked, made with margarine","2020-04-01"
"788682","Vegetables, stew type, cooked, fat not added in cooking","2020-04-01"
"788683","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, no sauce, NS as to fat added in cooking","2020-04-01"
"788684","Vegetable combination, including carrots, broccoli, and/or dark-green leafy; cooked, no sauce, fat not added in cooking","2020-04-01"
"788765","Onion rings, NS as to form, batter-dipped, baked or fried","2020-04-01"
"788766","Onion rings, from fresh, batter-dipped, baked or fried","2020-04-01"
"788767","Onion rings, from frozen, batter-dipped, baked or fried","2020-04-01"
"781276","Licuado or Batido","2020-04-01"
"781277","Fruit smoothie, NFS","2020-04-01"
"781278","Fruit smoothie, with whole fruit and dairy","2020-04-01"
"781279","Fruit smoothie, with whole fruit and dairy, added protein","2020-04-01"
"781280","Fruit smoothie juice drink, with dairy","2020-04-01"
"781467","Cream, NS as to light, heavy, or half and half","2020-04-01"
"781468","Cream, light","2020-04-01"
"781469","Cream, half and half","2020-04-01"
"781470","Cream, half and half, flavored","2020-04-01"
"781471","Cream, half and half, fat free","2020-04-01"
"781472","Cream, heavy","2020-04-01"
"781473","Cream, whipped","2020-04-01"
"781474","Coffee creamer, NFS","2020-04-01"
"781475","Coffee creamer, liquid","2020-04-01"
"781476","Coffee creamer, liquid, flavored","2020-04-01"
"781477","Coffee creamer, liquid, fat free","2020-04-01"
"781478","Coffee creamer, liquid, fat free, flavored","2020-04-01"
"781479","Coffee creamer, liquid, fat free, sugar free, flavored","2020-04-01"
"781480","Coffee creamer, liquid, sugar free, flavored","2020-04-01"
"781481","Coffee creamer, powder","2020-04-01"
"781482","Coffee creamer, powder, flavored","2020-04-01"
"781483","Coffee creamer, powder, fat free","2020-04-01"
"781484","Coffee creamer,powder, fat free, flavored","2020-04-01"
"781485","Coffee creamer,powder, sugar free, flavored","2020-04-01"
"781486","Coffee creamer, soy, liquid","2020-04-01"
"781487","Whipped topping","2020-04-01"
"781488","Whipped topping, fat free","2020-04-01"
"781489","Whipped topping, sugar free","2020-04-01"
"781490","Sour cream","2020-04-01"
"781491","Sour cream, half and half","2020-04-01"
"781492","Sour cream, reduced fat","2020-04-01"
"781493","Sour cream, light","2020-04-01"
"781494","Sour cream, fat free","2020-04-01"
"781495","Sour cream, imitation","2020-04-01"
"781712","Cheese, cream","2020-04-01"
"781713","Cheese, cream, light or lite","2020-04-01"
"781726","Cheese spread, cream cheese, regular","2020-04-01"
"781727","Cheese spread, cream cheese, light or lite","2020-04-01"
"781807","Mozzarella cheese, tomato, and basil, with oil and vinegar dressing","2020-04-01"
"781978","Fat back, cooked","2020-04-01"
"783283","Greens with ham or pork","2020-04-01"
"783803","Stuffed green pepper, frozen meal","2020-04-01"
"783938","Egg curry","2020-04-01"
"784298","Sambar, vegetable stew","2020-04-01"
"784304","Miso sauce","2020-04-01"
"784305","Miso","2020-04-01"
"784306","Natto","2020-04-01"
"784307","Hoisin sauce","2020-04-01"
"784308","Soy sauce","2020-04-01"
"784309","Soy sauce, reduced sodium","2020-04-01"
"784311","Teriyaki sauce","2020-04-01"
"784312","Teriyaki sauce, reduced sodium","2020-04-01"
"784313","Worcestershire sauce","2020-04-01"
"784450","Coconut water, unsweetened","2020-04-01"
"784451","Coconut water, sweetened","2020-04-01"
"786402","Stuffed pepper, with meat","2020-04-01"
"786403","Stuffed pepper, with rice and meat","2020-04-01"
"786404","Stuffed pepper, with rice, meatless","2020-04-01"
"786405","Stuffed tomato, with rice and meat","2020-04-01"
"786406","Stuffed tomato, with rice, meatless","2020-04-01"
"786567","Grapefruit juice, 100%, freshly squeezed","2020-04-01"
"786568","Grapefruit juice, 100%, NS as to form","2020-04-01"
"786569","Grapefruit juice, 100%, canned, bottled or in a carton","2020-04-01"
"786570","Grapefruit juice, 100%, with calcium added","2020-04-01"
"786571","Grapefruit juice,100%, frozen, reconstituted","2020-04-01"
"786572","Lemon juice, 100%, NS as to form","2020-04-01"
"786573","Lemon juice, 100%, freshly squeezed","2020-04-01"
"786574","Lemon juice, 100%, canned or bottled","2020-04-01"
"786575","Lime juice, 100%, NS as to form","2020-04-01"
"786576","Lime juice, 100%, freshly squeezed","2020-04-01"
"786577","Lime juice, 100%, canned or bottled","2020-04-01"
"786578","Orange juice, 100%, NFS","2020-04-01"
"786579","Orange juice, 100%,  freshly squeezed","2020-04-01"
"786580","Orange juice, 100%, canned, bottled or in a carton","2020-04-01"
"786581","Orange juice, 100%, with calcium added, canned, bottled or in a carton","2020-04-01"
"786582","Orange juice, 100%, frozen, reconstituted","2020-04-01"
"786583","Orange juice, 100%, frozen, not reconstituted","2020-04-01"
"786584","Orange juice, 100%, with calcium added, frozen, reconstituted","2020-04-01"
"786585","Tangerine juice, 100%","2020-04-01"
"786586","Fruit juice blend, citrus, 100% juice","2020-04-01"
"786587","Fruit juice blend, citrus, 100% juice, with calcium added","2020-04-01"
"786835","Chutney","2020-04-01"
"786845","Fruit juice, NFS","2020-04-01"
"786846","Fruit juice blend, 100% juice","2020-04-01"
"786847","Cranberry juice blend, 100% juice","2020-04-01"
"786848","Cranberry juice blend, 100% juice, with calcium added","2020-04-01"
"786849","Apple cider","2020-04-01"
"786850","Apple juice, 100%","2020-04-01"
"786851","Apple juice, 100%, with calcium added","2020-04-01"
"786852","Blackberry juice, 100%","2020-04-01"
"786853","Cranberry juice, 100%, not a blend","2020-04-01"
"786854","Grape juice, 100%","2020-04-01"
"786855","Grape juice, 100%, with calcium added","2020-04-01"
"786856","Papaya juice, 100%","2020-04-01"
"786857","Passion fruit juice, 100%","2020-04-01"
"786858","Pineapple juice, 100%","2020-04-01"
"786859","Pomegranate juice, 100%","2020-04-01"
"786860","Prune juice, 100%","2020-04-01"
"786861","Strawberry juice, 100%","2020-04-01"
"786862","Watermelon juice, 100%","2020-04-01"
"786863","Fruit smoothie, with whole fruit, no dairy","2020-04-01"
"786864","Fruit smoothie, with whole fruit, no dairy, added protein","2020-04-01"
"786865","Fruit smoothie juice drink, no dairy","2020-04-01"
"786866","Fruit smoothie, light","2020-04-01"
"786867","Fruit smoothie, bottled","2020-04-01"
"786868","Fruit nectar, NFS","2020-04-01"
"786869","Apricot nectar","2020-04-01"
"786870","Banana nectar","2020-04-01"
"786871","Cantaloupe nectar","2020-04-01"
"786872","Guava nectar","2020-04-01"
"786873","Mango nectar","2020-04-01"
"786874","Peach nectar","2020-04-01"
"786875","Papaya nectar","2020-04-01"
"786876","Passion fruit nectar","2020-04-01"
"786877","Pear nectar","2020-04-01"
"786878","Soursop, nectar","2020-04-01"
"786879","Vinegar","2020-04-01"
"786980","Potato, NFS","2020-04-01"
"786981","Potato, baked, NFS","2020-04-01"
"786982","Potato, baked, peel not eaten","2020-04-01"
"786983","Potato, boiled, NFS","2020-04-01"
"786984","Potato, boiled, ready-to-heat","2020-04-01"
"786985","Potato, boiled, from fresh, peel not eaten, NS as to fat added in cooking","2020-04-01"
"786986","Potato, boiled, from fresh, peel not eaten, fat not added in cooking","2020-04-01"
"786987","Potato, boiled, from fresh, peel not eaten, fat added in cooking, NS as to type of fat","2020-04-01"
"786988","Potato, boiled, from fresh, peel not eaten, made with oil","2020-04-01"
"786989","Potato, boiled, from fresh, peel not eaten, made with butter","2020-04-01"
"786990","Potato, boiled, from fresh, peel not eaten, made with margarine","2020-04-01"
"786991","Potato, boiled, from fresh, peel eaten, NS as to fat added in cooking","2020-04-01"
"786992","Potato, boiled, from fresh, peel eaten, fat added in cooking, NS as to type of fat","2020-04-01"
"786993","Potato, boiled, from fresh,  peel eaten, fat not added in cooking","2020-04-01"
"786994","Potato, boiled, from fresh, peel eaten, made with oil","2020-04-01"
"786995","Potato, boiled, from fresh, peel eaten, made with butter","2020-04-01"
"786996","Potato, boiled, from fresh, peel eaten, made with margarine","2020-04-01"
"786997","Potato, canned, NS as to fat added in cooking","2020-04-01"
"786998","Potato, canned, fat added in cooking, NS as to type of fat","2020-04-01"
"786999","Potato, canned, fat not added in cooking","2020-04-01"
"787000","Potato, roasted, NFS","2020-04-01"
"787001","Potato, roasted, from fresh, peel eaten, NS as to fat added in cooking","2020-04-01"
"787002","Potato, roasted, from fresh, peel eaten, fat not added in cooking","2020-04-01"
"787003","Potato, roasted, from fresh, peel eaten, fat added in cooking, NS as to type of fat","2020-04-01"
"787004","Potato, roasted, from fresh, peel eaten, made with oil","2020-04-01"
"787005","Potato, roasted, from fresh, peel eaten, made with butter","2020-04-01"
"787006","Potato, roasted, from fresh, peel eaten, made with margarine","2020-04-01"
"787007","Potato, roasted, from fresh, peel not eaten, NS as to fat added in cooking","2020-04-01"
"787008","Potato, roasted, from fresh, peel not eaten, fat added in cooking, NS as to type of fat","2020-04-01"
"787009","Potato, roasted, from fresh, peel not eaten, fat not added in cooking","2020-04-01"
"787010","Potato, roasted, from fresh, peel not eaten, made with oil","2020-04-01"
"787011","Potato, roasted, from fresh, peel not eaten, made with butter","2020-04-01"
"787012","Potato, roasted, from fresh, peel not eaten, made with margarine","2020-04-01"
"787013","Potato, roasted, ready-to-heat","2020-04-01"
"787014","Stewed potatoes, Puerto Rican style","2020-04-01"
"787015","Potato only from Puerto Rican mixed dishes, gravy and other components reported separately","2020-04-01"
"787016","Potato from Puerto Rican style stuffed pot roast, with gravy","2020-04-01"
"787017","Potato from Puerto Rican beef stew, with gravy","2020-04-01"
"787018","Potato from Puerto Rican chicken fricassee, with sauce","2020-04-01"
"787049","Potato, scalloped, NFS","2020-04-01"
"787050","Potato, scalloped, from fast food or restaurant","2020-04-01"
"787051","Potato, scalloped, from fresh","2020-04-01"
"787052","Potato, scalloped, from fresh, with meat","2020-04-01"
"787053","Potato, scalloped, from dry mix","2020-04-01"
"787054","Potato, scalloped, from dry mix, with meat","2020-04-01"
"787055","Potato, scalloped, ready-to-heat","2020-04-01"
"787056","Potato, scalloped, ready-to-heat, with meat","2020-04-01"
"787057","Potato, french fries, NFS","2020-04-01"
"787058","Potato, french fries, NS as to fresh or frozen","2020-04-01"
"787059","Potato, french fries, from fresh, fried","2020-04-01"
"787060","Potato, french fries, from fresh, baked","2020-04-01"
"787061","Potato, french fries, from frozen, baked","2020-04-01"
"787062","Potato, french fries, fast food","2020-04-01"
"787063","Potato, french fries, restaurant","2020-04-01"
"787064","Potato, french fries, from frozen, fried","2020-04-01"
"787065","Potato, french fries, school","2020-04-01"
"787066","Potato, french fries, with cheese, fast food / restaurant","2020-04-01"
"787067","Potato, french fries, with cheese, school","2020-04-01"
"787068","Potato, french fries, with chili, fast food / restaurant","2020-04-01"
"787069","Potato, french fries, with chili and cheese, fast food / restaurant","2020-04-01"
"787070","Potato, french fries, with cheese","2020-04-01"
"787071","Potato, french fries, with chili and cheese","2020-04-01"
"787072","Potato, french fries, with chili","2020-04-01"
"787073","Potato, home fries, NFS","2020-04-01"
"787074","Potato, home fries, from restaurant / fast food","2020-04-01"
"787075","Potato, home fries, from fresh","2020-04-01"
"787076","Potato, home fries, ready-to-heat","2020-04-01"
"787077","Potato, home fries, with vegetables","2020-04-01"
"787078","Potato, hash brown, NFS","2020-04-01"
"787079","Potato, hash brown, from fast food","2020-04-01"
"787080","Potato, hash brown, from fast food, with cheese","2020-04-01"
"787081","Potato, hash brown, from restaurant","2020-04-01"
"787082","Potato, hash brown, from restaurant, with cheese","2020-04-01"
"787083","Potato, hash brown, from school lunch","2020-04-01"
"787084","Potato, hash brown, from fresh","2020-04-01"
"787085","Potato, hash brown, from fresh, with cheese","2020-04-01"
"787086","Potato, hash brown, from dry mix","2020-04-01"
"787087","Potato, hash brown, ready-to-heat","2020-04-01"
"787088","Potato, hash brown, ready-to-heat, with cheese","2020-04-01"
"787089","Potato skins without topping","2020-04-01"
"787090","Potato skins, with cheese","2020-04-01"
"787091","Potato skins, with cheese and bacon","2020-04-01"
"787092","Potato skins, NFS","2020-04-01"
"787093","Potato, mashed, NFS","2020-04-01"
"787094","Potato, mashed, from fast food","2020-04-01"
"787095","Potato, mashed, from fast food, with gravy","2020-04-01"
"787096","Potato, mashed, ready-to-heat","2020-04-01"
"787097","Potato, mashed, from fresh, made with milk","2020-04-01"
"787098","Potato, mashed, from fresh, made with milk, with cheese","2020-04-01"
"787099","Potato, mashed, from fresh, made with milk, with gravy","2020-04-01"
"787100","Potato, mashed, from fresh, NFS","2020-04-01"
"787101","Potato, mashed, from restaurant","2020-04-01"
"787102","Potato, mashed, from restaurant, with gravy","2020-04-01"
"787103","Potato, mashed, from school lunch","2020-04-01"
"787104","Potato, mashed, from dry mix, NFS","2020-04-01"
"787105","Potato, mashed, from dry mix, made with milk","2020-04-01"
"787106","Potato, mashed, from dry mix, made with milk, with cheese","2020-04-01"
"787107","Potato, mashed, from dry mix, made with milk, with gravy","2020-04-01"
"787108","Potato, mashed, ready-to-heat, NFS","2020-04-01"
"787109","Potato, mashed, ready-to-heat, with cheese","2020-04-01"
"787110","Potato, mashed, ready-to-heat, with gravy","2020-04-01"
"787111","Potato patty","2020-04-01"
"787112","Potato tots, NFS","2020-04-01"
"787113","Potato tots, fast food / restaurant","2020-04-01"
"787114","Potato tots, school","2020-04-01"
"787115","Potato tots, from fresh, fried or baked","2020-04-01"
"787116","Potato tots, frozen, baked","2020-04-01"
"787117","Potato tots, frozen, fried","2020-04-01"
"787118","Potato tots, frozen, NS as to fried or baked","2020-04-01"
"787119","Potato, baked, peel not eaten, with butter","2020-04-01"
"787120","Potato, baked, peel not eaten, with sour cream","2020-04-01"
"787121","Potato, baked, peel not eaten, with cheese","2020-04-01"
"787122","Potato, baked, peel not eaten, with meat","2020-04-01"
"787123","Potato, baked, peel not eaten, with chili","2020-04-01"
"787124","Potato, baked, peel not eaten, with vegetables","2020-04-01"
"787125","Potato, baked, peel eaten","2020-04-01"
"787126","Potato, baked, peel eaten, with butter","2020-04-01"
"787127","Potato, baked, peel eaten, with sour cream","2020-04-01"
"787128","Potato, baked, peel eaten, with cheese","2020-04-01"
"787129","Potato, baked, peel eaten, with meat","2020-04-01"
"787130","Potato, baked, peel eaten, with chili","2020-04-01"
"787131","Potato, baked, peel eaten, with vegetables","2020-04-01"
"787132","Potato salad with egg, from restaurant","2020-04-01"
"787133","Potato salad with egg, made with mayonnaise","2020-04-01"
"787134","Potato salad with egg, made with light mayonnaise","2020-04-01"
"787135","Potato salad with egg, made with mayonnaise-type salad dressing","2020-04-01"
"787136","Potato salad with egg, made with light mayonnaise-type salad dressing","2020-04-01"
"787137","Potato salad with egg, made with creamy dressing","2020-04-01"
"787138","Potato salad with egg, made with light creamy dressing","2020-04-01"
"787139","Potato salad with egg, made with Italian dressing","2020-04-01"
"787140","Potato salad with egg, made with light Italian dressing","2020-04-01"
"787141","Potato salad with egg, made with any type of fat free dressing","2020-04-01"
"787142","Potato salad, German style","2020-04-01"
"787143","Potato salad, from restaurant","2020-04-01"
"787144","Potato salad, made with mayonnaise","2020-04-01"
"787145","Potato salad, made with light mayonnaise","2020-04-01"
"787146","Potato salad, made with mayonnaise-type salad dressing","2020-04-01"
"787147","Potato salad, made with light mayonnaise-type salad dressing","2020-04-01"
"787148","Potato salad, made with creamy dressing","2020-04-01"
"787149","Potato salad, made with light creamy dressing","2020-04-01"
"787150","Potato salad, made with Italian dressing","2020-04-01"
"787151","Potato salad, made with light Italian dressing","2020-04-01"
"787152","Potato salad, made with any type of fat free dressing","2020-04-01"
"787153","Potato pancake","2020-04-01"
"787154","Lefse (Norwegian)","2020-04-01"
"787155","Potato pudding","2020-04-01"
"787156","Stewed potatoes","2020-04-01"
"787157","Stewed potatoes with tomatoes","2020-04-01"
"787185","Cassava with creole sauce, Puerto Rican style","2020-04-01"
"787279","Escarole, creamed","2020-04-01"
"787398","Spinach, NS as to form, creamed","2020-04-01"
"787399","Spinach, from fresh, creamed","2020-04-01"
"787400","Spinach, from frozen, creamed","2020-04-01"
"787401","Spinach, from canned, creamed","2020-04-01"
"787403","Spinach, cooked, NS as to form, with cheese sauce","2020-04-01"
"787404","Spinach, cooked, from fresh, with cheese sauce","2020-04-01"
"787405","Spinach, cooked, from frozen, with cheese sauce","2020-04-01"
"787406","Spinach, cooked, from canned, with cheese sauce","2020-04-01"
"787407","Spinach and cheese casserole","2020-04-01"
"787408","Palak Paneer","2020-04-01"
"787409","Channa Saag","2020-04-01"
"787484","Broccoli, cooked, NS as to form, with cheese sauce","2020-04-01"
"787485","Broccoli, cooked, from fresh, with cheese sauce","2020-04-01"
"787486","Broccoli, cooked, from frozen, with cheese sauce","2020-04-01"
"787487","Broccoli, cooked, NS as to form, with mushroom sauce","2020-04-01"
"787488","Broccoli, cooked, from fresh, with mushroom sauce","2020-04-01"
"787489","Broccoli, cooked, from frozen, with mushroom sauce","2020-04-01"
"787490","Broccoli, cooked, NS as to form, with cream sauce","2020-04-01"
"787491","Broccoli, cooked, from fresh, with cream sauce","2020-04-01"
"787492","Broccoli, cooked, from frozen, with cream sauce","2020-04-01"
"787493","Broccoli casserole with noodles","2020-04-01"
"787494","Broccoli casserole with rice","2020-04-01"
"787495","Broccoli, batter-dipped and fried","2020-04-01"
"787523","Carrots, raw, salad","2020-04-01"
"787524","Carrots, raw, salad with apples","2020-04-01"
"787549","Carrots, cooked, NS as to form, creamed","2020-04-01"
"787550","Carrots, cooked, from fresh, creamed","2020-04-01"
"787551","Carrots, cooked, from frozen, creamed","2020-04-01"
"787552","Carrots, cooked, from canned, creamed","2020-04-01"
"787557","Carrots, cooked, NS as to form, with cheese sauce","2020-04-01"
"787558","Carrots, cooked, from fresh, with cheese sauce","2020-04-01"
"787559","Carrots, cooked, from frozen, with cheese sauce","2020-04-01"
"787560","Carrots, cooked, from canned, with cheese sauce","2020-04-01"
"787567","Carrot juice, 100%","2020-04-01"
"787568","Peas and carrots, NS as to form, creamed","2020-04-01"
"787569","Peas and carrots, from fresh, creamed","2020-04-01"
"787570","Peas and carrots, from frozen, creamed","2020-04-01"
"787571","Peas and carrots, from canned, creamed","2020-04-01"
"787596","Carrots in tomato sauce","2020-04-01"
"787622","Pumpkin fritters, Puerto Rican style","2020-04-01"
"787623","Sweet potato and pumpkin casserole, Puerto Rican style","2020-04-01"
"787637","Squash fritter or cake","2020-04-01"
"787638","Squash, winter, baked with cheese","2020-04-01"
"787692","Tomatoes, NS as to form, scalloped","2020-04-01"
"787693","Tomatoes, from fresh, scalloped","2020-04-01"
"787702","Tomato juice, 100%","2020-04-01"
"787703","Tomato juice, 100%, low sodium","2020-04-01"
"787704","Tomato juice cocktail","2020-04-01"
"787705","Tomato and vegetable juice, 100%","2020-04-01"
"787706","Tomato and vegetable juice, 100%, low sodium","2020-04-01"
"787707","Tomato catsup","2020-04-01"
"787708","Tomato catsup, reduced sodium","2020-04-01"
"787709","Tomato chili sauce","2020-04-01"
"787710","Salsa, NFS","2020-04-01"
"787711","Salsa, pico de gallo","2020-04-01"
"787712","Salsa, red, commercially-prepared","2020-04-01"
"787713","Salsa, red, homemade","2020-04-01"
"787714","Enchilada sauce, red","2020-04-01"
"787722","Tomato relish","2020-04-01"
"787723","Barbecue sauce","2020-04-01"
"787724","Steak sauce, tomato-base","2020-04-01"
"787725","Cocktail sauce","2020-04-01"
"787726","Puerto Rican seasoning with ham","2020-04-01"
"787727","Puerto Rican seasoning with ham and tomato sauce","2020-04-01"
"787728","Puerto Rican seasoning without ham and tomato sauce","2020-04-01"
"787729","Tomato aspic","2020-04-01"
"787754","Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar","2020-04-01"
"787793","Garlic, raw","2020-04-01"
"787807","Pepper, hot chili, raw","2020-04-01"
"787821","Mixed vegetable juice","2020-04-01"
"787822","Celery juice","2020-04-01"
"787823","Broccoli salad with cauliflower, cheese, bacon bits, and dressing","2020-04-01"
"787824","Broccoli slaw salad ","2020-04-01"
"787825","Cabbage salad or coleslaw, from fast food / restaurant","2020-04-01"
"787826","Cabbage salad or coleslaw, made with coleslaw dressing","2020-04-01"
"787827","Cabbage salad or coleslaw, made with light coleslaw dressing","2020-04-01"
"787828","Cabbage salad or coleslaw, made with Italian dressing","2020-04-01"
"787829","Cabbage salad or coleslaw, made with light Italian dressing","2020-04-01"
"787830","Cabbage salad or coleslaw, made with creamy dressing","2020-04-01"
"787831","Cabbage salad or coleslaw, made with light creamy dressing","2020-04-01"
"787832","Cabbage salad or coleslaw, made with any type of fat free dressing","2020-04-01"
"787833","Cabbage salad or coleslaw with apples and/or raisins, with dressing","2020-04-01"
"787834","Cabbage salad or coleslaw with pineapple, with dressing","2020-04-01"
"787835","Cabbage, Chinese, salad, with dressing","2020-04-01"
"787836","Celery, stuffed with cheese","2020-04-01"
"787837","Cucumber and vegetable namasu","2020-04-01"
"787838","Cucumber salad, made with sour cream dressing","2020-04-01"
"787839","Cucumber salad, made with Italian dressing","2020-04-01"
"787840","Cucumber salad made with cucumber and vinegar","2020-04-01"
